course,question,optionA,optionB,optionC,optionD,correctAnswer,,,,,,,,,,,,,
MTS104,The slope of a line parallel to y = -2x is:,-2,2,2-Jan,-0.5,A,,,,,,,,,,,,,
MTS104,The vector (1,0, 0) scaled by 2 is:,(2,0, 0),(1,0, 0),(0,1, 0),(0,0, 1),A,,,
MTS104,The distance between (0,0, 0) and (0,1, 0) is:,1,v2,v3,2,A,,,,,,,,,
MTS104,The dot product of (0,1, 0) and (0,0, 1) is:,0,1,2,3,A,,,,,,,,,
MTS104,The equation of a plane through (0,0, 0) normal to (0,0, 1) is:,z = 0,x = 0,y = 0,x + y + z = 0,A,,,,,,,,,
MTS104,What is the magnitude of the vector (3, 4)?,5,7,3,4,A,,,,,,,,,,,,
MTS104,Which of the following represents a position vector?,Displacement from origin,Velocity vector,Acceleration vector,Force vector,A,,,,,,,,,,,,,
MTS104,The dot product of two perpendicular vectors is:,0,1,-1,Undefined,A,,,,,,,,,,,,,
MTS104,What is the cross product of two parallel vectors?,0,1,-1,Undefined,A,,,,,,,,,,,,,
MTS104,The scalar projection of vector a onto b is given by:,a·b/|b|,a·b/|a|,|a|/|b|,|b|/|a|,A,,,,,,,,,,,,,
MTS104,If vector a = (2, -3) and b = (4, 1), what is a + b?,(6, -2),(2, -4),(6, 2),(2, 4),A,,,,,,
MTS104,The angle between two vectors is found using which operation?,Dot product,Cross product,Scalar multiplication,Vector addition,A,,,,,,,,,,,,,
MTS104,What is the unit vector in the direction of (1, 1)?,(1/v2, 1/v2),(1, 1),(1/2, 1/2),(v2, v2),A,,,,,,,,
MTS104,The vector product a × b results in a:,Vector,Scalar,Matrix,Tensor,A,,,,,,,,,,,,,
MTS104,If a = (1,2, 3) and b = (4,5, 6), what is a·b?,32,12,24,36,A,,,,,,,,
MTS104,The magnitude of a unit vector is always:,1,0,2,-1,A,,,,,,,,,,,,,
MTS104,What is the direction cosine of a vector along the x-axis?,1,0,-1,1/v2,A,,,,,,,,,,,,,
MTS104,If a vector is multiplied by a scalar k, its direction:,Remains same,Reverses,Changes,Becomes zero,A,,,,,,,,,,,,
MTS104,The equation of a line in 2D is given by:,ax + by + c = 0,x = y,y = mx + c,r = a + tb,A,,,,,,,,,,,,,
MTS104,What is the distance between points (1, 2) and (4, 6)?,5,4,3,6,A,,,,,,,,,,,
MTS104,The centroid of a triangle divides medians in the ratio:,2:01,1:02,3:01,1:03,A,,,,,,,,,,,,,
MTS104,The area of a triangle with vertices (0, 0), (3, 0), (0, 4) is:,6,12,8,4,A,,,,,,,,
MTS104,The projection of vector (2, 3) onto (1, 0) is:,2,3,1,0,A,,,,,,,,,,,
MTS104,What is the slope of the line y = 2x + 3?,2,3,-2,2-Jan,A,,,,,,,,,,,,,
MTS104,The distance from a point to a line is shortest when the line is:,Perpendicular,Parallel,Horizontal,Vertical,A,,,,,,,,,,,,,
MTS104,If a = (2,0, 0) and b = (0,3, 0), what is a × b?,(0,0, 6),(0,6, 0),(6,0, 0),(0,0, -6),A
MTS104,The derivative of a vector function r(t) gives its:,Velocity,Acceleration,Position,Force,A,,,,,,,,,,,,,
MTS104,The work done by a force F along a path C is given by:,?F·dr,?F×dr,?F/dr,?F·r,A,,,,,,,,,,,,,
MTS104,What is the midpoint of the line segment joining (1, 2) and (3, 4)?,(2, 3),(1, 3),(2, 4),(3, 2),A,,,,,,,
MTS104,The equation of a plane in 3D space is:,ax + by + cz + d = 0,x = y = z,r = a + tb,y = mx + c,A,,,,,,,,,,,,,
MTS104,The angle between vectors (1, 0) and (0, 1) is:,90°,0°,45°,180°,A,,,,,,,,,,,
MTS104,What is the magnitude of the vector (-3, 4)?,5,3,4,7,A,,,,,,,,,,,,
MTS104,The vector (0,0, 1) is parallel to which axis?,z-axis,x-axis,y-axis,Origin,A,,,,,,,,,,,
MTS104,The scalar triple product a·(b × c) gives the:,Volume of parallelepiped,Area of triangle,Length of vector,Angle between vectors,A,,,,,,,,,,,,,
MTS104,If a = (1, 2) and b = (3, 4), what is 2a - b?,(-1, 0),(1, 0),(-1, 1),(1, -1),A,,,,,,
MTS104,The direction of the cross product a × b is:,Perpendicular to both a and b,Parallel to a,Parallel to b,Zero vector,A,,,,,,,,,,,,,
MTS104,What is the distance between parallel lines y = x + 1 and y = x + 3?,v2,2,1,v3,A,,,,,,,,,,,,,
MTS104,The vector (1,1, 1) has a magnitude of:,v3,3,1,v2,A,,,,,,,,,,,
MTS104,The equation of a circle with center (0, 0) and radius 5 is:,x² + y² = 25,x² + y² = 5,x + y = 5,x² - y² = 25,A,,,,,,,,,,,,
MTS104,What is the slope of a line perpendicular to y = 3x + 2?,-0.333333333,3,-3,3-Jan,A,,,,,,,,,,,,,
MTS104,The vector (2,-2, 3) dotted with (1,1, 1) gives:,3,5,1,7,A,,,,,,,,,
MTS104,The parametric equation of a line through (1, 2) with slope 1 is:,x = t + 1, y = t + 2,x = t, y = t,x = t + 1, y = t,x = t, y = t + 2,A,,,,,,,,
MTS104,What is the area of a parallelogram formed by vectors (1, 2) and (3, 4)?,2,4,6,8,A,,,,,,,,,,,
MTS104,The unit vector perpendicular to (1, 0) is:,(0, 1),(1, 0),(-1, 0),(0, -1),A,,,,,,,,
MTS104,The distance from point (1, 1) to line x + y = 0 is:,v2,1,2,0,A,,,,,,,,,,,,
MTS104,If a = (1,2, 3) and b = (4,5, 6), what is a × b?,(-3,6, -3),(3,-6, 3),(-3,-6, 3),(3,6, -3),A
MTS104,The line y = mx + c is parallel to y = 2x + 1 if:,m = 2,m = -2,m = 1/2,m = -1/2,A,,,,,,,,,,,,,
MTS104,The angle between vectors (1, 1) and (-1, 1) is:,90°,45°,135°,180°,A,,,,,,,,,,,
MTS104,The magnitude of the vector (5, 12) is:,13,17,10,15,A,,,,,,,,,,,,
MTS104,The equation of a line through (0, 0) and (1, 1) is:,y = x,y = 2x,y = x + 1,y = x - 1,A,,,,,,,,,,,
MTS104,What is the vector projection of (2, 3) onto (1, 0)?,(2, 0),(0, 3),(1, 0),(0, 2),A,,,,,,,
MTS104,The cross product of (1,0, 0) and (0,1, 0) is:,(0,0, 1),(0,1, 0),(1,0, 0),(0,0, -1),A,
MTS104,The area of a triangle with vertices (1, 1), (2, 3), (4, 2) is:,3,6,4,5,A,,,,,,,,
MTS104,The slope of a line parallel to x-axis is:,0,1,-1,Undefined,A,,,,,,,,,,,,,
MTS104,The vector (1,2, 3) scaled by 2 is:,(2,4, 6),(1,2, 3),(2,2, 3),(1,4, 6),A,,,
MTS104,The distance between points (0,0, 0) and (1,1, 1) is:,v3,3,1,v2,A,,,,,,,,,
MTS104,The dot product of (2,3, 4) and (1,-1, 1) is:,3,4,5,6,A,,,,,,,,,
MTS104,The equation of a plane through (1,1, 1) normal to (1,0, 0) is:,x = 1,y = 1,z = 1,x + y + z = 3,A,,,,,,,,,
MTS104,The magnitude of the cross product |a × b| gives the:,Area of parallelogram,Volume of parallelepiped,Length of vector,Angle between vectors,A,,,,,,,,,,,,,
MTS104,The direction cosines of (1,1, 1) are:,(1/v3, 1/v3, 1/v3),(1,1, 1),(1/3, 1/3, 1/3),(v3, v3, v3),A,,,
MTS104,The line through (1, 2) with direction vector (1, 1) has parametric equations:,x = t + 1, y = t + 2,x = t, y = t,x = t + 1, y = t,x = t, y = t + 2,A,,,,,,,
MTS104,The angle between vectors (2, 0) and (0, 2) is:,90°,0°,45°,180°,A,,,,,,,,,,,
MTS104,The magnitude of (3,-4, 12) is:,13,14,15,16,A,,,,,,,,,,,
MTS104,The vector perpendicular to the plane z = 0 is:,(0,0, 1),(1,0, 0),(0,1, 0),(1,1, 0),A,,,,,
MTS104,The work done by a constant force (1, 0) over displacement (2, 3) is:,2,3,1,0,A,,,,,,,,,,,
MTS104,The centroid of triangle with vertices (0, 0), (1, 0), (0, 1) is:,(1/3, 1/3),(0, 0),(1, 1),(1/2, 1/2),A,,,,
MTS104,The equation of a line perpendicular to y = x through (1, 1) is:,y = -x + 2,y = x + 1,y = -x,y = x - 1,A,,,,,,,,,,,,
MTS104,The cross product of (1,2, 3) and (4,5, 6) is:,(3,-6, 3),(-3,6, -3),(3,6, -3),(-3,-6, 3),B,
MTS104,The distance from (1,1, 1) to plane x + y + z = 0 is:,1/v3,1,v3,0,A,,,,,,,,,,,
MTS104,The scalar projection of (3, 4) onto (1, 0) is:,3,4,0,1,A,,,,,,,,,,,
MTS104,The vector (2,3, 4) minus (1,1, 1) is:,(1,2, 3),(2,3, 4),(1,1, 1),(3,4, 5),A,
MTS104,The angle between (1,0, 0) and (0,1, 0) is:,90°,0°,45°,180°,A,,,,,,,,,
MTS104,The magnitude of (0,5, 12) is:,13,14,15,16,A,,,,,,,,,,,
MTS104,The equation of a circle with center (1, 1) and radius 2 is:,(x-1)² + (y-1)² = 4,x² + y² = 4,(x+1)² + (y+1)² = 4,x² + y² = 2,A,,,,,,,,,,,,
MTS104,The slope of a line parallel to y = -2x + 1 is:,-2,2,2-Jan,-0.5,A,,,,,,,,,,,,,
MTS104,The dot product of (1,2, 3) and (0,1, 0) is:,2,1,3,0,A,,,,,,,,,
MTS104,The parametric equation of a line through (0, 0) and (1, 2) is:,x = t, y = 2t,x = t, y = t,x = 2t, y = t,x = t + 1, y = t + 2,A,,,,,,,
MTS104,The area of a parallelogram with adjacent sides (2, 0) and (0, 3) is:,6,4,2,8,A,,,,,,,,,,,
MTS104,The unit vector in the direction of (3, 4) is:,(3/5, 4/5),(3, 4),(1/3, 1/4),(5/3, 5/4),A,,,,,,,,
MTS104,The distance from (0, 0) to line x - y = 0 is:,0,1,v2,2,A,,,,,,,,,,,,
MTS104,The cross product of (0,1, 0) and (0,0, 1) is:,(1,0, 0),(-1,0, 0),(0,1, 0),(0,0, 1),A,
MTS104,The line y = 3x + 2 is perpendicular to a line with slope:,-0.333333333,3,-3,3-Jan,A,,,,,,,,,,,,,
MTS104,The angle between vectors (1, -1) and (1, 1) is:,90°,45°,135°,180°,A,,,,,,,,,,,
MTS104,The magnitude of (2,2, 2) is:,2v3,3,v3,6,A,,,,,,,,,,,
MTS104,The equation of a line through (1, 1) and (2, 2) is:,y = x,y = x + 1,y = x - 1,y = 2x,A,,,,,,,,,,,
MTS104,The vector projection of (1, 2) onto (0, 1) is:,(0, 2),(1, 0),(0, 1),(2, 0),A,,,,,,,
MTS104,The cross product of (1,0, 0) and (0,0, 1) is:,(0,1, 0),(0,-1, 0),(1,0, 0),(0,0, 1),A,
MTS104,The area of a triangle with vertices (0, 0), (2, 0), (0, 3) is:,3,6,4,5,A,,,,,,,,
MTS104,The slope of a line perpendicular to x-axis is:,Undefined,0,1,-1,A,,,,,,,,,,,,,
MTS104,The vector (1,1, 1) scaled by 3 is:,(3,3, 3),(1,1, 1),(2,2, 2),(4,4, 4),A,,,
MTS104,The distance between (1,0, 0) and (0,1, 0) is:,v2,1,2,v3,A,,,,,,,,,
MTS104,The dot product of (2,0, 0) and (0,3, 0) is:,0,6,2,3,A,,,,,,,,,
MTS104,The equation of a plane through (0,0, 0) normal to (1,1, 1) is:,x + y + z = 0,x = 0,y = 0,z = 0,A,,,,,,,,,
MTS104,The magnitude of the cross product |a × b| is zero when:,a and b are parallel,a and b are perpendicular,a = b,a = 0,A,,,,,,,,,,,,,
MTS104,The direction cosines of (2,0, 0) are:,(1,0, 0),(0,1, 0),(0,0, 1),(1/2,0, 0),A,,,
MTS104,The parametric equation of a line through (2, 3) with direction (1, 0) is:,x = t + 2, y = 3,x = t, y = t + 3,x = t + 2, y = t,x = t, y = 3,A,,,,,,,
MTS104,The angle between (3, 0) and (0, 4) is:,90°,0°,45°,180°,A,,,,,,,,,,,
MTS104,The magnitude of (5,-12, 0) is:,13,14,15,16,A,,,,,,,,,,,
MTS104,The vector normal to the plane x + y = 0 is:,(1,1, 0),(1,0, 0),(0,1, 0),(0,0, 1),A,,,,,
MTS104,The work done by force (2, 3) over displacement (1, 1) is:,5,6,7,8,A,,,,,,,,,,,
MTS104,The centroid of triangle with vertices (1, 1), (2, 2), (3, 1) is:,(2, 4/3),(1, 1),(2, 2),(3, 1),A,,,,
MTS104,The equation of a line perpendicular to y = 2x through (0, 0) is:,y = -x/2,y = 2x,y = x/2,y = -2x,A,,,,,,,,,,,,
MTS104,The cross product of (2,3, 4) and (1,0, 0) is:,(0,-4, 3),(0,4, -3),(4,0, -3),(-4,0, 3),A,
MTS104,The distance from (0,0, 0) to plane x + y + z = 1 is:,1/v3,1,v3,0,A,,,,,,,,,,,
MTS104,The scalar projection of (1, 1) onto (1, 0) is:,1,0,2,v2,A,,,,,,,,,,,
MTS104,The vector (3,4, 5) minus (1,1, 1) is:,(2,3, 4),(3,4, 5),(1,1, 1),(4,5, 6),A,
MTS104,The angle between (0,1, 0) and (0,0, 1) is:,90°,0°,45°,180°,A,,,,,,,,,
MTS104,The magnitude of (4,3, 0) is:,5,6,7,8,A,,,,,,,,,,,
MTS104,The equation of a circle with center (0, 0) and radius 3 is:,x² + y² = 9,x² + y² = 3,x + y = 3,x² - y² = 9,A,,,,,,,,,,,,
MTS104,The slope of a line parallel to y = x/2 + 1 is:,2-Jan,-0.5,2,-2,A,,,,,,,,,,,,,
MTS104,The dot product of (0,1, 0) and (0,0, 1) is:,0,1,2,3,A,,,,,,,,,
MTS104,The parametric equation of a line through (1, 1) and (2, 3) is:,x = t, y = 2t + 1,x = t + 1, y = t + 1,x = t, y = t + 1,x = t + 1, y = 2t + 1,A,,,,,,,
MTS104,The area of a parallelogram with adjacent sides (1, 1) and (1, -1) is:,2,4,6,8,A,,,,,,,,,,,
MTS104,The unit vector in the direction of (1, -1) is:,(1/v2, -1/v2),(1, -1),(-1/v2, 1/v2),(v2, -v2),A,,,,,,,,
MTS104,The distance from (1, 0) to line y = x is:,0,1,v2,2,A,,,,,,,,,,,,
MTS104,The cross product of (0,0, 1) and (1,0, 0) is:,(0,1, 0),(0,-1, 0),(-1,0, 0),(1,0, 0),A,
MTS104,The line y = -x + 1 is perpendicular to a line with slope:,1,-1,0,Undefined,A,,,,,,,,,,,,,
MTS104,The angle between vectors (2, 2) and (-2, 2) is:,90°,45°,135°,180°,A,,,,,,,,,,,
MTS104,The magnitude of (1,1, 1) is:,v3,3,1,v2,A,,,,,,,,,,,
MTS104,The equation of a line through (0, 1) and (1, 0) is:,y = -x + 1,y = x + 1,y = -x,y = x,A,,,,,,,,,,,
MTS104,The vector projection of (3, 3) onto (1, 0) is:,(3, 0),(0, 3),(1, 0),(0, 1),A,,,,,,,
MTS104,The cross product of (0,1, 0) and (1,0, 0) is:,(0,0, -1),(0,0, 1),(1,0, 0),(0,1, 0),A,
MTS104,The area of a triangle with vertices (0, 0), (1, 1), (2, 0) is:,1,2,3,4,A,,,,,,,,
MTS104,The slope of a line parallel to y-axis is:,Undefined,0,1,-1,A,,,,,,,,,,,,,
MTS104,The vector (2,2, 2) scaled by 2 is:,(4,4, 4),(2,2, 2),(3,3, 3),(5,5, 5),A,,,
MTS104,The distance between (0,0, 0) and (2,2, 2) is:,2v3,v3,3,6,A,,,,,,,,,
MTS104,The dot product of (1,0, 1) and (0,1, 0) is:,0,1,2,3,A,,,,,,,,,
MTS104,The equation of a plane through (1,0, 0) normal to (0,1, 0) is:,y = 0,x = 0,z = 0,x + y + z = 0,A,,,,,,,,,
MTS104,The magnitude of the cross product |a × b| is maximum when:,a and b are perpendicular,a and b are parallel,a = b,a = 0,A,,,,,,,,,,,,,
MTS104,The direction cosines of (0,2, 0) are:,(0,1, 0),(1,0, 0),(0,0, 1),(0, 1/2, 0),A,,,
MTS104,The parametric equation of a line through (0, 1) with direction (1, 1) is:,x = t, y = t + 1,x = t, y = t,x = t + 1, y = t,x = t + 1, y = t + 1,A,,,,,,,
MTS104,The angle between (4, 0) and (0, 4) is:,90°,0°,45°,180°,A,,,,,,,,,,,
MTS104,The magnitude of (3,0, 4) is:,5,6,7,8,A,,,,,,,,,,,
MTS104,The vector normal to the plane x = 0 is:,(1,0, 0),(0,1, 0),(0,0, 1),(1,1, 0),A,,,,,
MTS104,The work done by force (1, 1) over displacement (2, 2) is:,4,3,2,1,A,,,,,,,,,,,
MTS104,The centroid of triangle with vertices (0, 0), (3, 0), (0, 3) is:,(1, 1),(0, 0),(3, 3),(1/3, 1/3),A,,,,
MTS104,The equation of a line perpendicular to y = -x through (1, 1) is:,y = x,y = -x + 2,y = x + 1,y = -x,A,,,,,,,,,,,,
MTS104,The cross product of (1,1, 1) and (1,0, 0) is:,(0,1, -1),(-1,0, 1),(1,0, -1),(0,-1, 1),A,
MTS104,The distance from (1,1, 1) to plane x = 0 is:,1,0,v2,v3,A,,,,,,,,,,,
MTS104,The scalar projection of (2, 2) onto (1, 1) is:,2,v2,1,0,A,,,,,,,,,,,
MTS104,The vector (1,2, 3) minus (0,1, 2) is:,(1,1, 1),(0,1, 1),(1,2, 3),(2,3, 4),A,
MTS104,The angle between (1,0, 1) and (0,1, 0) is:,90°,0°,45°,180°,A,,,,,,,,,
MTS104,The magnitude of (0,3, 4) is:,5,6,7,8,A,,,,,,,,,,,
MTS104,The equation of a circle with center (2, 2) and radius 1 is:,(x-2)² + (y-2)² = 1,x² + y² = 1,(x+2)² + (y+2)² = 1,x² + y² = 4,A,,,,,,,,,,,,
MTS104,The slope of a line parallel to y = 3x - 1 is:,3,-3,3-Jan,-0.333333333,A,,,,,,,,,,,,,
MTS104,The dot product of (1,1, 0) and (0,0, 1) is:,0,1,2,3,A,,,,,,,,,
MTS104,The parametric equation of a line through (2, 0) and (0, 2) is:,x = 2 - t, y = 2t,x = t, y = 2 - t,x = 2t, y = t,x = t, y = 2t,A,,,,,,,
MTS104,The area of a parallelogram with adjacent sides (2, 3) and (3, 2) is:,5,4,3,6,A,,,,,,,,,,,
MTS104,The unit vector in the direction of (5, 12) is:,(5/13, 12/13),(5, 12),(1/5, 1/12),(13/5, 13/12),A,,,,,,,,
MTS104,The distance from (0, 1) to line x + y = 0 is:,v2/2,1,v2,0,A,,,,,,,,,,,,
MTS104,The cross product of (1,0, 0) and (0,1, 1) is:,(0,-1, 1),(0,1, -1),(-1,0, 1),(1,0, -1),A,
MTS104,The line y = 2x - 1 is perpendicular to a line with slope:,-0.5,2,-2,2-Jan,A,,,,,,,,,,,,,
MTS104,The angle between vectors (1, 0) and (-1, 0) is:,180°,90°,45°,0°,A,,,,,,,,,,,
MTS104,The magnitude of (2,0, 2) is:,2v2,4,2,v2,A,,,,,,,,,,,
MTS104,The equation of a line through (2, 0) and (0, 2) is:,y = -x + 2,y = x - 2,y = -x,y = x,A,,,,,,,,,,,
MTS104,The vector projection of (4, 4) onto (1, 0) is:,(4, 0),(0, 4),(1, 0),(0, 1),A,,,,,,,
MTS104,The cross product of (1,1, 0) and (0,0, 1) is:,(1,-1, 0),(-1,1, 0),(0,1, -1),(0,-1, 1),A,
MTS104,The area of a triangle with vertices (1, 0), (0, 1), (1, 1) is:,2-Jan,1,2-Mar,2,A,,,,,,,,
MTS104,The slope of a line parallel to x + y = 0 is:,-1,1,0,Undefined,A,,,,,,,,,,,,,
MTS104,The vector (1,0, 1) scaled by 2 is:,(2,0, 2),(1,0, 1),(3,0, 3),(0,0, 2),A,,,
MTS104,The distance between (1,1, 0) and (0,0, 1) is:,v3,v2,2,1,A,,,,,,,,,
MTS104,The dot product of (2,2, 2) and (1,1, 1) is:,6,4,2,8,A,,,,,,,,,
MTS104,The equation of a plane through (0,1, 0) normal to (0,0, 1) is:,z = 0,x = 0,y = 0,x + y + z = 0,A,,,,,,,,,
MTS104,The magnitude of the cross product |a × b| is minimum when:,a and b are parallel,a and b are perpendicular,a = b,a = 0,A,,,,,,,,,,,,,
MTS104,The direction cosines of (0,0, 3) are:,(0,0, 1),(1,0, 0),(0,1, 0),(0,0, 1/3),A,,,
MTS104,The parametric equation of a line through (1, 0) with direction (0, 1) is:,x = 1, y = t,x = t, y = 1,x = t + 1, y = t,x = t, y = t + 1,A,,,,,,,
MTS104,The angle between (5, 0) and (0, 5) is:,90°,0°,45°,180°,A,,,,,,,,,,,
MTS104,The magnitude of (0,4, 3) is:,5,6,7,8,A,,,,,,,,,,,
MTS104,The vector normal to the plane y = 0 is:,(0,1, 0),(1,0, 0),(0,0, 1),(1,1, 0),A,,,,,
MTS104,The work done by force (3, 4) over displacement (1, 0) is:,3,4,5,0,A,,,,,,,,,,,
MTS104,The centroid of triangle with vertices (2, 2), (4, 4), (6, 2) is:,(4, 8/3),(2, 2),(4, 4),(6, 2),A,,,,
MTS104,The equation of a line perpendicular to y = 3x + 1 through (0, 0) is:,y = -x/3,y = 3x,y = x/3,y = -3x,A,,,,,,,,,,,,
MTS104,The cross product of (1,0, 1) and (0,1, 0) is:,(1,-1, 1),(-1,1, -1),(1,1, -1),(-1,-1, 1),A,
MTS104,The distance from (0,0, 0) to plane x + y = 0 is:,0,1,v2,v3,A,,,,,,,,,,,
MTS104,The scalar projection of (4, 3) onto (0, 1) is:,3,4,0,1,A,,,,,,,,,,,
MTS104,The vector (2,3, 4) minus (1,2, 3) is:,(1,1, 1),(2,3, 4),(1,2, 3),(3,4, 5),A,
MTS104,The angle between (0,0, 1) and (1,0, 0) is:,90°,0°,45°,180°,A,,,,,,,,,
MTS104,The magnitude of (5,0, 12) is:,13,14,15,16,A,,,,,,,,,,,
MTS104,The equation of a circle with center (1, 0) and radius 1 is:,(x-1)² + y² = 1,x² + y² = 1,(x+1)² + y² = 1,x² + y² = 2,A,,,,,,,,,,,,
MTS104,The slope of a line parallel to y = -3x + 2 is:,-3,3,3-Jan,-0.333333333,A,,,,,,,,,,,,,
MTS104,The dot product of (1,0, 1) and (1,0, 1) is:,2,1,3,0,A,,,,,,,,,
MTS104,The parametric equation of a line through (0, 0) and (1, 1) is:,x = t, y = t,x = t + 1, y = t + 1,x = t, y = 2t,x = 2t, y = t,A,,,,,,,
MTS104,The area of a parallelogram with adjacent sides (1, 0) and (0, 1) is:,1,2,3,4,A,,,,,,,,,,,
MTS104,The unit vector in the direction of (2, -2) is:,(1/v2, -1/v2),(2, -2),(-1/v2, 1/v2),(v2, -v2),A,,,,,,,,
MTS104,The distance from (1, 1) to line x = 0 is:,1,0,v2,2,A,,,,,,,,,,,,
MTS104,The cross product of (0,1, 1) and (1,0, 0) is:,(1,1, -1),(-1,-1, 1),(1,-1, 1),(-1,1, -1),A,
MTS104,The line y = x + 2 is perpendicular to a line with slope:,-1,1,0,Undefined,A,,,,,,,,,,,,,
MTS104,The angle between vectors (3, 3) and (-3, 3) is:,90°,45°,135°,180°,A,,,,,,,,,,,
MTS104,The magnitude of (1,0, 1) is:,v2,2,1,v3,A,,,,,,,,,,,
MTS104,The equation of a line through (1, 0) and (0, 1) is:,y = -x + 1,y = x - 1,y = -x,y = x,A,,,,,,,,,,,
MTS104,The vector projection of (2, 1) onto (0, 1) is:,(0, 1),(2, 0),(0, 2),(1, 0),A,,,,,,,
MTS104,The cross product of (1,0, 1) and (0,1, 0) is:,(1,-1, 1),(-1,1, -1),(0,1, -1),(0,-1, 1),A,
MTS104,The area of a triangle with vertices (0, 0), (1, 0), (0, 1) is:,2-Jan,1,2-Mar,2,A,,,,,,,,
MTS104,The slope of a line parallel to x = 0 is:,Undefined,0,1,-1,A,,,,,,,,,,,,,
MTS104,The vector (3,3, 3) scaled by 2 is:,(6,6, 6),(3,3, 3),(4,4, 4),(5,5, 5),A,,,
MTS104,The distance between (0,0, 1) and (1,1, 0) is:,v3,v2,2,1,A,,,,,,,,,
MTS104,The dot product of (0,1, 1) and (1,0, 1) is:,2,1,3,0,A,,,,,,,,,
MTS104,The equation of a plane through (1,1, 0) normal to (1,0, 0) is:,x = 1,y = 1,z = 0,x + y + z = 0,A,,,,,,,,,
MTS104,The magnitude of the cross product |a × b| equals |a||b| when:,a and b are perpendicular,a and b are parallel,a = b,a = 0,A,,,,,,,,,,,,,
MTS104,The direction cosines of (1,0, 0) are:,(1,0, 0),(0,1, 0),(0,0, 1),(1/2,0, 0),A,,,
MTS104,The parametric equation of a line through (0, 0) with direction (1, 0) is:,x = t, y = 0,x = t, y = t,x = t + 1, y = 0,x = 0, y = t,A,,,,,,,
MTS104,The angle between (2, 0) and (-2, 0) is:,180°,90°,45°,0°,A,,,,,,,,,,,
MTS104,The magnitude of (4,0, 3) is:,5,6,7,8,A,,,,,,,,,,,
MTS104,The vector normal to the plane z = 0 is:,(0,0, 1),(1,0, 0),(0,1, 0),(1,1, 0),A,,,,,
MTS104,The work done by force (2, 2) over displacement (1, 1) is:,4,3,2,1,A,,,,,,,,,,,
MTS104,The centroid of triangle with vertices (0, 0), (2, 0), (0, 2) is:,(2/3, 2/3),(0, 0),(2, 2),(1, 1),A,,,,
MTS104,The equation of a line perpendicular to y = x/3 through (0, 0) is:,y = -3x,y = 3x,y = x/3,y = -x/3,A,,,,,,,,,,,,
MTS104,The cross product of (0,1, 0) and (1,0, 1) is:,(1,-1, -1),(-1,1, 1),(1,1, -1),(-1,-1, 1),A,
MTS104,The distance from (1,0, 0) to plane y = 0 is:,0,1,v2,v3,A,,,,,,,,,,,
MTS104,The scalar projection of (1, 2) onto (1, 1) is:,3/v2,v2,1,2,A,,,,,,,,,,,
MTS104,The vector (4,5, 6) minus (1,2, 3) is:,(3,3, 3),(4,5, 6),(1,2, 3),(5,6, 7),A,
MTS104,The angle between (1,1, 0) and (0,0, 1) is:,90°,0°,45°,180°,A,,,,,,,,,
MTS104,The magnitude of (3,4, 0) is:,5,6,7,8,A,,,,,,,,,,,
MTS104,The equation of a circle with center (0, 1) and radius 2 is:,x² + (y-1)² = 4,x² + y² = 4,x² + (y+1)² = 4,x² + y² = 2,A,,,,,,,,,,,,
MTS104,The slope of a line parallel to y = 2x - 3 is:,2,-2,2-Jan,-0.5,A,,,,,,,,,,,,,
MTS104,The dot product of (1,1, 1) and (0,1, 0) is:,1,2,3,0,A,,,,,,,,,
MTS104,The parametric equation of a line through (1, 2) and (2, 1) is:,x = t, y = -t + 3,x = t + 1, y = t + 2,x = t, y = t + 1,x = t + 1, y = -t + 3,A,,,,,,,
MTS104,The area of a parallelogram with adjacent sides (3, 0) and (0, 4) is:,12,6,3,9,A,,,,,,,,,,,
MTS104,The unit vector in the direction of (3, -4) is:,(3/5, -4/5),(3, -4),(-3/5, 4/5),(5/3, -5/4),A,,,,,,,,
MTS104,The distance from (0, 0) to line x + y = 1 is:,v2/2,1,v2,0,A,,,,,,,,,,,,
MTS104,The cross product of (1,1, 0) and (0,1, 1) is:,(1,-1, 1),(-1,1, -1),(1,1, -1),(-1,-1, 1),A,
MTS104,The line y = -2x + 3 is perpendicular to a line with slope:,2-Jan,-0.5,2,-2,A,,,,,,,,,,,,,
MTS104,The angle between vectors (2, -2) and (-2, 2) is:,180°,90°,45°,0°,A,,,,,,,,,,,
MTS104,The magnitude of (0,1, 1) is:,v2,2,1,v3,A,,,,,,,,,,,
MTS104,The equation of a line through (0, 0) and (2, 2) is:,y = x,y = 2x,y = x/2,y = -x,A,,,,,,,,,,,
MTS104,The vector projection of (1, 1) onto (1, 0) is:,(1, 0),(0, 1),(1, 1),(0, 0),A,,,,,,,
MTS104,The cross product of (0,0, 1) and (0,1, 0) is:,(1,0, 0),(-1,0, 0),(0,1, 0),(0,0, 1),A,
MTS104,The area of a triangle with vertices (0, 0), (4, 0), (0, 4) is:,8,4,12,16,A,,,,,,,,
MTS104,The slope of a line parallel to y = x is:,1,-1,0,Undefined,A,,,,,,,,,,,,,
MTS104,The vector (1,1, 0) scaled by 2 is:,(2,2, 0),(1,1, 0),(3,3, 0),(0,0, 0),A,,,
MTS104,The distance between (0,0, 0) and (1,0, 0) is:,1,v2,v3,2,A,,,,,,,,,
MTS104,The dot product of (1,0, 0) and (0,0, 1) is:,0,1,2,3,A,,,,,,,,,
