course,question,optionA,optionB,optionC,optionD,correctAnswer,,,,
PHY102,What is the unit of dielectric strength?,V/m,N/C,J/C,Both A and B,D,,,,
PHY102,What happens to the potential difference when the plates of a charged capacitor are separated?,Increases,Decreases,Remains unchanged,Becomes zero,A,,,,
PHY102,What is the charge on a 2 ?F capacitor charged to 500 V?,1000 ?C,500 ?C,200 ?C,100 ?C,A,,,,
PHY102,What is the energy stored in a 4 ?F capacitor at 100 V?,0.02 J,0.04 J,0.01 J,0.08 J,A,,,,
PHY102,What is the electric field between two plates 5 mm apart with a potential difference of 100 V?,20 kV/m,10 kV/m,5 kV/m,2 kV/m,A,,,,
PHY102,What is the capacitance of a capacitor storing 0.5 C at 10 V?,0.05 F,0.5 F,5 F,50 F,A,,,,
PHY102,What is the force between two charges when their separation is halved?,Doubles,Quadruples,Halves,Quarter,B,,,,
PHY102,What is the electric field intensity at a point 3 m from a 9 ?C charge?,900 N/C,2700 N/C,8100 N/C,24300 N/C,C,,,,
PHY102,What is the purpose of a dielectric in a capacitor?,Increase resistance,Increase capacitance,Decrease capacitance,Increase voltage,B,,,,
PHY102,What type of capacitor is used for radio frequency tuning?,Electrolytic,Ceramic,Mica,Air,D,,,,
PHY102,What is the unit of electric potential?,Joule,Coulomb,Volt,Watt,C,,,,
PHY102,What happens to the capacitance when the distance between plates is doubled?,Doubles,Halves,Quadruples,Quarter,B,,,,
PHY102,What is the electric flux through a surface with no charge enclosed?,Zero,Infinite,Constant,Variable,A,,,,
PHY102,What is the dielectric constant of air approximately?,0,1,2,4,B,,,,
PHY102,What is the time constant of a circuit with R = 1000 O and C = 2 ?F?,0.002 s,0.02 s,0.2 s,2 s,A,,,,
PHY102,What type of capacitor has the highest dielectric constant?,Glass,Vacuum,Ceramics,Oil,C,,,,
PHY102,What is the charge stored in a 3 ?F capacitor at 300 V?,900 ?C,300 ?C,90 ?C,30 ?C,A,,,,
PHY102,What is the energy stored in a 6 ?F capacitor at 200 V?,0.12 J,0.24 J,0.06 J,0.48 J,A,,,,
PHY102,What is the electric field at a point 5 m from a 25 ?C charge?,900 N/C,1800 N/C,4500 N/C,9000 N/C,C,,,,
PHY102,What is the net capacitance of two 10 ?F capacitors in series?,5 ?F,10 ?F,15 ?F,20 ?F,A,,,,
PHY102,What is the net capacitance of two 10 ?F capacitors in parallel?,5 ?F,10 ?F,15 ?F,20 ?F,D,,,,
PHY102,What is the electric potential at a point 2 m from a 4 ?C charge?,18000 V,9000 V,4500 V,1800 V,B,,,,
PHY102,What is the unit of electric displacement?,C/m?,N/C,V/m,J/m,A,,,,
PHY102,What type of capacitor is used for DC applications only?,Mica,Ceramic,Electrolytic,Air,C,,,,
PHY102,What happens to the electric field when a conductor is placed in it?,Increases,Decreases,Becomes zero,Remains unchanged,C,,,,
PHY102,What is the force between two 2 ?C charges 2 m apart?,4.5 x 106 N,9 x 106 N,4.5 x 10? N,9 x 10? N,A,,,,
PHY102,What is the electric field intensity at 1 m from a 1 ?C charge?,9000 N/C,18000 N/C,4500 N/C,36000 N/C,A,,,,
PHY102,What is the role of a capacitor in an AC circuit?,Blocks AC,Allows AC,Blocks DC,Allows both AC and DC,B,,,,
PHY102,What is the dielectric strength of mica approximately?,10-20 kV/mm,30-50 kV/mm,50-200 kV/mm,300-500 kV/mm,C,,,,
PHY102,What is the capacitance of a capacitor with plates 0.02 m?, 0.001 m apart, and dielectric constant 2?,1.77 nF,3.54 nF,0.88 nF,7.08 nF,A,,
PHY102,What is the energy stored in a 8 ?F capacitor at 150 V?,0.09 J,0.18 J,0.045 J,0.36 J,A,,,,
PHY102,What is the electric field between plates 2 mm apart with 200 V potential difference?,100 kV/m,50 kV/m,25 kV/m,10 kV/m,A,,,,
PHY102,What is the charge on a 4 ?F capacitor at 400 V?,1600 ?C,800 ?C,400 ?C,200 ?C,A,,,,
PHY102,What happens to the force between two charges if the charge on one is doubled?,Doubles,Quadruples,Halves,Quarter,A,,,,
PHY102,What is the electric field at 4 m from a 16 ?C charge?,900 N/C,1800 N/C,3600 N/C,7200 N/C,C,,,,
PHY102,What is the purpose of a capacitor in a circuit?,Store charge,Generate voltage,Amplify current,Reduce resistance,A,,,,
PHY102,What type of capacitor has the least variation in capacitance?,Paper,Ceramic,Mica,Electrolytic,C,,,,
PHY102,What is the unit of electric field intensity?,N/C,V/m,J/C,Both A and B,D,,,,
PHY102,What happens to the capacitance when plate area is halved?,Doubles,Halves,Quadruples,Quarter,B,,,,
PHY102,What is the electric flux through a closed surface with a 2 ?C charge?,2.26 x 105 N?m?/C,4.52 x 105 N?m?/C,1.13 x 105 N?m?/C,9.04 x 105 N?m?/C,A,,,,
PHY102,What is the dielectric constant of glass approximately?,1,2,10-May,100,C,,,,
PHY102,What is the time constant of a circuit with R = 500 O and C = 3 ?F?,0.0015 s,0.015 s,0.15 s,1.5 s,A,,,,
PHY102,What type of capacitor is used for temperature compensation?,Ceramic,Mica,Electrolytic,Air,A,,,,
PHY102,What is the charge stored in a 7 ?F capacitor at 100 V?,700 ?C,350 ?C,70 ?C,35 ?C,A,,,,
PHY102,What is the energy stored in a 5 ?F capacitor at 300 V?,0.225 J,0.45 J,0.1125 J,0.9 J,A,,,,
PHY102,What is the electric field at a point 3 m from a 9 ?C charge?,900 N/C,2700 N/C,8100 N/C,24300 N/C,C,,,,
PHY102,What is the net capacitance of four 8 ?F capacitors in series?,2 ?F,4 ?F,8 ?F,32 ?F,A,,,,
PHY102,What is the net capacitance of four 8 ?F capacitors in parallel?,8 ?F,16 ?F,24 ?F,32 ?F,D,,,,
PHY102,What is the electric potential at a point 1 m from a 2 ?C charge?,18000 V,9000 V,4500 V,1800 V,B,,,,
PHY102,What is the unit of electric flux density?,C/m?,N/C,V/m,J/m,A,,,,
PHY102,What type of capacitor is used for audio frequency coupling?,Ceramic,Mica,Electrolytic,Air,B,,,,
PHY102,What happens to the electric field inside a dielectric?,Increases,Decreases,Becomes zero,Remains unchanged,B,,,,
PHY102,What is the force between two 3 ?C charges 3 m apart?,9 x 106 N,3 x 106 N,1 x 106 N,6 x 106 N,A,,,,
PHY102,What is the electric field intensity at 2 m from a 8 ?C charge?,18000 N/C,9000 N/C,36000 N/C,7200 N/C,A,,,,
PHY102,What is the role of a dielectric in a capacitor?,Reduce resistance,Increase capacitance,Decrease voltage,Increase current,B,,,,
PHY102,What is the dielectric strength of glass approximately?,10-20 kV/mm,20-40 kV/mm,50-100 kV/mm,100-200 kV/mm,B,,,,
PHY102,What is the capacitance of a capacitor with plates 0.01 m?, 0.002 m apart, and dielectric constant 3?,0.66 nF,1.33 nF,2.66 nF,5.31 nF,A,,
PHY102,What is the energy stored in a 10 ?F capacitor at 200 V?,0.2 J,0.4 J,0.1 J,0.8 J,A,,,,
PHY102,What is the electric field between plates 3 mm apart with 150 V potential difference?,50 kV/m,25 kV/m,15 kV/m,10 kV/m,A,,,,
PHY102,What is the charge on a 6 ?F capacitor at 500 V?,3000 ?C,1500 ?C,600 ?C,300 ?C,A,,,,
PHY102,What happens to the force between two charges if both charges are doubled?,Doubles,Quadruples,Halves,Quarter,B,,,,
PHY102,What is the electric field at 5 m from a 25 ?C charge?,900 N/C,1800 N/C,4500 N/C,9000 N/C,C,,,,
PHY102,What is the purpose of a capacitor in a DC circuit?,Blocks DC,Allows DC,Blocks AC,Allows both AC and DC,A,,,,
PHY102,What type of capacitor has the highest breakdown voltage?,Mica,Paper,Ceramic,Electrolytic,A,,,,
PHY102,What is the unit of electric potential gradient?,V/m,N/C,J/C,Both A and B,D,,,,
PHY102,What happens to the capacitance when the dielectric constant is doubled?,Doubles,Halves,Quadruples,Quarter,A,,,,
PHY102,What is the electric flux through a closed surface with a 5 ?C charge?,5.65 x 105 N?m?/C,2.82 x 105 N?m?/C,1.13 x 106 N?m?/C,2.26 x 106 N?m?/C,A,,,,
PHY102,What is the dielectric constant of ceramics approximately?,10,50-100,100-1000,1000-10000,C,,,,
PHY102,What is the time constant of a circuit with R = 2000 O and C = 1 ?F?,0.002 s,0.02 s,0.2 s,2 s,A,,,,
PHY102,What type of capacitor is used for high-frequency tuning?,Ceramic,Mica,Electrolytic,Air,B,,,,
PHY102,What is the charge stored in a 9 ?F capacitor at 100 V?,900 ?C,450 ?C,90 ?C,45 ?C,A,,,,
PHY102,What is the energy stored in a 7 ?F capacitor at 200 V?,0.14 J,0.28 J,0.07 J,0.56 J,A,,,,
PHY102,What is the electric field at a point 4 m from a 16 ?C charge?,900 N/C,1800 N/C,3600 N/C,7200 N/C,C,,,,
PHY102,What is the net capacitance of five 10 ?F capacitors in series?,2 ?F,5 ?F,10 ?F,50 ?F,A,,,,
PHY102,What is the net capacitance of five 10 ?F capacitors in parallel?,10 ?F,20 ?F,30 ?F,50 ?F,D,,,,
PHY102,What is the electric potential at a point 3 m from a 6 ?C charge?,18000 V,9000 V,6000 V,2000 V,C,,,,
PHY102,What is the unit of electric field strength?,N/C,V/m,J/C,Both A and B,D,,,,
PHY102,What type of capacitor is used for DC blocking?,Ceramic,Mica,Electrolytic,Air,C,,,,
PHY102,What happens to the electric field when a conductor is grounded?,Increases,Decreases,Becomes zero,Remains unchanged,C,,,,
PHY102,What is the force between two 4 ?C charges 2 m apart?,9 x 106 N,4.5 x 106 N,2.25 x 106 N,1.8 x 107 N,A,,,,
PHY102,What is the electric field intensity at 3 m from a 12 ?C charge?,12000 N/C,4000 N/C,36000 N/C,10800 N/C,A,,,,
PHY102,What is the role of a capacitor in a filter circuit?,Store charge,Block DC,Amplify voltage,Reduce high-frequency noise,B,,,,
PHY102,What is the dielectric strength of air approximately?,1-3 kV/mm,5-10 kV/mm,10-20 kV/mm,20-30 kV/mm,A,,,,
PHY102,What is the capacitance of a capacitor with plates 0.03 m?, 0.001 m apart, and dielectric constant 4?,10.62 nF,5.31 nF,2.66 nF,21.24 nF,A,,
PHY102,What is the energy stored in a 12 ?F capacitor at 100 V?,0.06 J,0.12 J,0.03 J,0.24 J,A,,,,
PHY102,What is the electric field between plates 4 mm apart with 200 V potential difference?,50 kV/m,25 kV/m,10 kV/m,5 kV/m,A,,,,
PHY102,What is the charge on a 8 ?F capacitor at 300 V?,2400 ?C,1200 ?C,800 ?C,400 ?C,A,,,,
PHY102,What happens to the force between two charges if the distance is quadrupled?,16-Jan,8-Jan,4-Jan,2-Jan,A,,,,
PHY102,What is the electric field at 2 m from a 10 ?C charge?,22500 N/C,11250 N/C,4500 N/C,9000 N/C,A,,,,
PHY102,What is the purpose of a dielectric in a capacitor?,Increase resistance,Increase capacitance,Decrease voltage,Increase current,B,,,,
PHY102,What type of capacitor is used for low-frequency applications?,Ceramic,Mica,Electrolytic,Air,C,,,,
PHY102,What is the unit of electric flux?,N?m?/C,V/m,J/C,C/m,A,,,,
PHY102,What happens to the capacitance when the plate area is quadrupled?,Doubles,Quadruples,Halves,Quarter,B,,,,
PHY102,What is the electric flux through a closed surface with a 10 ?C charge?,1.13 x 106 N?m?/C,2.26 x 106 N?m?/C,5.65 x 105 N?m?/C,4.52 x 106 N?m?/C,A,,,,
PHY102,What is the dielectric constant of oil approximately?,4-Feb,10-May,20-Oct,20-30,A,,,,
PHY102,What is the time constant of a circuit with R = 1000 O and C = 5 ?F?,0.005 s,0.05 s,0.5 s,5 s,A,,,,
PHY102,What type of capacitor is used for high-voltage applications?,Mica,Ceramic,Electrolytic,Air,A,,,,
PHY102,What is the charge stored in a 10 ?F capacitor at 200 V?,2000 ?C,1000 ?C,500 ?C,200 ?C,A,,,,
PHY102,What is the energy stored in a 9 ?F capacitor at 300 V?,0.405 J,0.81 J,0.2025 J,1.62 J,A,,,,
PHY102,What is the electric field at a point 5 m from a 20 ?C charge?,7200 N/C,3600 N/C,14400 N/C,28800 N/C,A,,,,
PHY102,What is the net capacitance of three 15 ?F capacitors in series?,5 ?F,10 ?F,15 ?F,45 ?F,A,,,,
PHY102,What is the net capacitance of three 15 ?F capacitors in parallel?,15 ?F,30 ?F,45 ?F,60 ?F,C,,,,
PHY102,What is the electric potential at a point 4 m from a 8 ?C charge?,18000 V,9000 V,4500 V,7200 V,C,,,,
PHY102,What is the unit of electric displacement?,C/m?,N/C,V/m,J/m,A,,,,
PHY102,What type of capacitor is used for high-frequency coupling?,Ceramic,Mica,Electrolytic,Air,B,,,,
PHY102,What happens to the electric field when a dielectric is removed?,Increases,Decreases,Becomes zero,Remains unchanged,A,,,,
PHY102,What is the force between two 5 ?C charges 1 m apart?,2.25 x 107 N,4.5 x 107 N,9 x 107 N,1.8 x 108 N,C,,,,
PHY102,What is the electric field intensity at 4 m from a 16 ?C charge?,9000 N/C,3600 N/C,18000 N/C,7200 N/C,A,,,,
PHY102,What is the role of a capacitor in a timing circuit?,Store charge,Block DC,Control timing,Amplify voltage,C,,,,
PHY102,What is the dielectric strength of ceramics approximately?,10-20 kV/mm,20-40 kV/mm,50-100 kV/mm,100-200 kV/mm,C,,,,
PHY102,What is the capacitance of a capacitor with plates 0.04 m?, 0.002 m apart, and dielectric constant 2?,3.54 nF,7.08 nF,1.77 nF,14.16 nF,A,,
PHY102,What is the energy stored in a 15 ?F capacitor at 100 V?,0.075 J,0.15 J,0.0375 J,0.3 J,A,,,,
PHY102,What is the electric field between plates 5 mm apart with 250 V potential difference?,50 kV/m,25 kV/m,10 kV/m,5 kV/m,A,,,,
PHY102,What is the charge on a 12 ?F capacitor at 200 V?,2400 ?C,1200 ?C,800 ?C,400 ?C,A,,,,
PHY102,What happens to the force between two charges if one charge is tripled?,Triples,Quadruples,Halves,Quarter,A,,,,
PHY102,What is the electric field at 3 m from a 15 ?C charge?,15000 N/C,5000 N/C,30000 N/C,4500 N/C,A,,,,
PHY102,What is the purpose of a capacitor in a power supply?,Store charge,Filter noise,Amplify voltage,Reduce current,B,,,,
PHY102,What type of capacitor has the smallest physical size for the same rating?,Ceramic,Mica,Electrolytic,Paper,A,,,,
PHY102,What is the unit of electric potential?,Joule,Coulomb,Volt,Watt,C,,,,
PHY102,What happens to the capacitance when the distance between plates is halved?,Doubles,Halves,Quadruples,Quarter,A,,,,
PHY102,What is the electric flux through a closed surface with a 15 ?C charge?,1.69 x 106 N?m?/C,3.38 x 106 N?m?/C,8.45 x 105 N?m?/C,6.76 x 106 N?m?/C,A,,,,
PHY102,What is the dielectric constant of mica approximately?,2-Jan,8-Mar,20-Oct,20-30,B,,,,
PHY102,What is the time constant of a circuit with R = 1500 O and C = 4 ?F?,0.006 s,0.06 s,0.6 s,6 s,A,,,,
PHY102,What type of capacitor is used for high-frequency filtering?,Ceramic,Mica,Electrolytic,Air,A,,,,
PHY102,What is the charge stored in a 8 ?F capacitor at 400 V?,3200 ?C,1600 ?C,800 ?C,400 ?C,A,,,,
PHY102,What is the energy stored in a 10 ?F capacitor at 250 V?,0.3125 J,0.625 J,0.15625 J,1.25 J,A,,,,
PHY102,What is the electric field at a point 2 m from a 12 ?C charge?,27000 N/C,13500 N/C,54000 N/C,10800 N/C,A,,,,
PHY102,What is the net capacitance of two 20 ?F capacitors in series?,10 ?F,20 ?F,30 ?F,40 ?F,A,,,,
PHY102,What is the net capacitance of two 20 ?F capacitors in parallel?,20 ?F,30 ?F,40 ?F,60 ?F,C,,,,
PHY102,What is the electric potential at a point 5 m from a 10 ?C charge?,18000 V,9000 V,3600 V,1800 V,C,,,,
PHY102,What is the unit of electric flux density?,C/m?,N/C,V/m,J/m,A,,,,
PHY102,What type of capacitor is used for high-power applications?,Ceramic,Mica,Electrolytic,Air,C,,,,
PHY102,What happens to the electric field when a conductor is charged?,Increases,Decreases,Becomes zero,Remains unchanged,A,,,,
PHY102,What is the force between two 6 ?C charges 2 m apart?,8.1 x 106 N,4.05 x 106 N,1.62 x 107 N,3.24 x 107 N,A,,,,
PHY102,What is the electric field intensity at 5 m from a 25 ?C charge?,9000 N/C,4500 N/C,18000 N/C,3600 N/C,A,,,,
PHY102,What is the role of a capacitor in a rectifier circuit?,Store charge,Filter DC,Amplify voltage,Reduce current,B,,,,
PHY102,What is the dielectric strength of paper approximately?,10-20 kV/mm,20-40 kV/mm,50-100 kV/mm,100-200 kV/mm,A,,,,
PHY102,What is the capacitance of a capacitor with plates 0.05 m?, 0.003 m apart, and dielectric constant 2?,2.95 nF,5.90 nF,1.47 nF,11.80 nF,A,,
PHY102,What is the energy stored in a 20 ?F capacitor at 150 V?,0.225 J,0.45 J,0.1125 J,0.9 J,A,,,,
PHY102,What is the electric field between plates 2 mm apart with 300 V potential difference?,150 kV/m,75 kV/m,30 kV/m,15 kV/m,A,,,,
PHY102,What is the charge on a 15 ?F capacitor at 200 V?,3000 ?C,1500 ?C,1000 ?C,500 ?C,A,,,,
PHY102,What happens to the force between two charges if the distance is tripled?,9-Jan,3-Jan,3,9,A,,,,
PHY102,What is the electric field at 4 m from a 20 ?C charge?,11250 N/C,5625 N/C,22500 N/C,4500 N/C,A,,,,
PHY102,What is the purpose of a capacitor in an oscillator circuit?,Store charge,Control frequency,Amplify voltage,Reduce current,B,,,,
PHY102,What type of capacitor is used for high-stability applications?,Ceramic,Mica,Electrolytic,Air,B,,,,
PHY102,What is the unit of electric field intensity?,N/C,V/m,J/C,Both A and B,D,,,,
PHY102,What happens to the capacitance when the plate area is doubled?,Doubles,Halves,Quadruples,Quarter,A,,,,
PHY102,What is the electric flux through a closed surface with a 20 ?C charge?,2.26 x 106 N?m?/C,4.52 x 106 N?m?/C,1.13 x 106 N?m?/C,9.04 x 106 N?m?/C,A,,,,
PHY102,What is the dielectric constant of paper approximately?,4-Feb,10-May,20-Oct,20-30,A,,,,
PHY102,What is the time constant of a circuit with R = 2000 O and C = 2 ?F?,0.004 s,0.04 s,0.4 s,4 s,A,,,,
PHY102,What type of capacitor is used for high-frequency bypass?,Ceramic,Mica,Electrolytic,Air,A,,,,
PHY102,What is the charge stored in a 12 ?F capacitor at 300 V?,3600 ?C,1800 ?C,1200 ?C,600 ?C,A,,,,
PHY102,What is the energy stored in a 8 ?F capacitor at 400 V?,0.64 J,1.28 J,0.32 J,2.56 J,A,,,,
PHY102,What is the electric field at a point 3 m from a 18 ?C charge?,18000 N/C,6000 N/C,36000 N/C,12000 N/C,A,,,,
PHY102,What is the net capacitance of four 12 ?F capacitors in series?,3 ?F,6 ?F,12 ?F,48 ?F,A,,,,
PHY102,What is the net capacitance of four 12 ?F capacitors in parallel?,12 ?F,24 ?F,36 ?F,48 ?F,D,,,,
PHY102,What is the electric potential at a point 2 m from a 10 ?C charge?,45000 V,22500 V,9000 V,18000 V,A,,,,
PHY102,What is the unit of electric displacement?,C/m?,N/C,V/m,J/m,A,,,,
PHY102,What type of capacitor is used for high-voltage filtering?,Ceramic,Mica,Electrolytic,Air,B,,,,
PHY102,What happens to the electric field when a dielectric is inserted?,Increases,Decreases,Becomes zero,Remains unchanged,B,,,,
PHY102,What is the force between two 8 ?C charges 2 m apart?,1.44 x 107 N,7.2 x 106 N,2.88 x 107 N,5.76 x 107 N,A,,,,
PHY102,What is the electric field intensity at 3 m from a 15 ?C charge?,15000 N/C,5000 N/C,30000 N/C,4500 N/C,A,,,,
PHY102,What is the role of a capacitor in a coupling circuit?,Store charge,Block DC,Amplify voltage,Reduce high-frequency noise,B,,,,
PHY102,What is the dielectric strength of oil approximately?,10-20 kV/mm,20-40 kV/mm,50-100 kV/mm,100-200 kV/mm,A,,,,
PHY102,What is the capacitance of a capacitor with plates 0.06 m?, 0.002 m apart, and dielectric constant 3?,7.97 nF,15.94 nF,3.98 nF,31.88 nF,A,,
PHY102,What is the energy stored in a 25 ?F capacitor at 100 V?,0.125 J,0.25 J,0.0625 J,0.5 J,A,,,,
PHY102,What is the electric field between plates 3 mm apart with 300 V potential difference?,100 kV/m,50 kV/m,25 kV/m,10 kV/m,A,,,,
PHY102,What is the charge on a 20 ?F capacitor at 200 V?,4000 ?C,2000 ?C,1000 ?C,500 ?C,A,,,,
PHY102,What happens to the force between two charges if both charges are tripled?,Triples,Nine times,Halves,Quarter,B,,,,
PHY102,What is the electric field at 5 m from a 30 ?C charge?,10800 N/C,5400 N/C,21600 N/C,4320 N/C,A,,,,
PHY102,What is the purpose of a capacitor in a smoothing circuit?,Store charge,Filter noise,Amplify voltage,Reduce current,B,,,,
PHY102,What type of capacitor is used for high-precision applications?,Ceramic,Mica,Electrolytic,Air,B,,,,
PHY102,What is the unit of electric potential gradient?,V/m,N/C,J/C,Both A and B,D,,,,
PHY102,What happens to the capacitance when the dielectric constant is halved?,Doubles,Halves,Quadruples,Quarter,B,,,,
PHY102,What is the electric flux through a closed surface with a 25 ?C charge?,2.82 x 106 N?m?/C,5.64 x 106 N?m?/C,1.41 x 106 N?m?/C,11.28 x 106 N?m?/C,A,,,,
PHY102,What is the dielectric constant of air approximately?,0,1,2,4,B,,,,
PHY102,What is the time constant of a circuit with R = 3000 O and C = 3 ?F?,0.009 s,0.09 s,0.9 s,9 s,A,,,,
PHY102,What type of capacitor is used for high-frequency decoupling?,Ceramic,Mica,Electrolytic,Air,A,,,,
PHY102,What is the charge stored in a 15 ?F capacitor at 300 V?,4500 ?C,2250 ?C,1500 ?C,750 ?C,A,,,,
PHY102,What is the energy stored in a 12 ?F capacitor at 400 V?,0.96 J,1.92 J,0.48 J,3.84 J,A,,,,
PHY102,What is the electric field at a point 4 m from a 24 ?C charge?,13500 N/C,6750 N/C,27000 N/C,5400 N/C,A,,,,
PHY102,What is the net capacitance of five 15 ?F capacitors in series?,3 ?F,5 ?F,15 ?F,75 ?F,A,,,,
PHY102,What is the net capacitance of five 15 ?F capacitors in parallel?,15 ?F,30 ?F,45 ?F,75 ?F,D,,,,
PHY102,What is the electric potential at a point 3 m from a 12 ?C charge?,36000 V,18000 V,12000 V,4000 V,C,,,,
PHY102,What is the unit of electric flux density?,C/m?,N/C,V/m,J/m,A,,,,
PHY102,What type of capacitor is used for high-frequency tuning?,Ceramic,Mica,Electrolytic,Air,B,,,,
PHY102,What happens to the electric field when a conductor is placed in it?,Increases,Decreases,Becomes zero,Remains unchanged,C,,,,
PHY102,What is the force between two 10 ?C charges 2 m apart?,2.25 x 107 N,1.125 x 107 N,4.5 x 107 N,9 x 107 N,A,,,,
PHY102,What is the electric field intensity at 5 m from a 30 ?C charge?,10800 N/C,5400 N/C,21600 N/C,4320 N/C,A,,,,
PHY102,What is the role of a capacitor in a bypass circuit?,Store charge,Block DC,Amplify voltage,Reduce high-frequency noise,D,,,,
PHY102,What is the dielectric strength of mica approximately?,10-20 kV/mm,20-40 kV/mm,50-200 kV/mm,100-200 kV/mm,C,,,,
PHY102,What is the capacitance of a capacitor with plates 0.08 m?, 0.002 m apart, and dielectric constant 4?,14.16 nF,28.32 nF,7.08 nF,56.64 nF,A,,
PHY102,What is the energy stored in a 30 ?F capacitor at 100 V?,0.15 J,0.3 J,0.075 J,0.6 J,A,,,,
PHY102,What is the electric field between plates 4 mm apart with 400 V potential difference?,100 kV/m,50 kV/m,25 kV/m,10 kV/m,A,,,,
PHY102,What is the charge on a 25 ?F capacitor at 200 V?,5000 ?C,2500 ?C,1000 ?C,500 ?C,A,,,,
PHY102,What happens to the force between two charges if the distance is doubled?,4-Jan,2-Jan,2,4,A,,,,
PHY102,What is the electric field at 3 m from a 21 ?C charge?,21000 N/C,7000 N/C,42000 N/C,14000 N/C,A,,,,
PHY102,What is the purpose of a capacitor in a tuning circuit?,Store charge,Control frequency,Amplify voltage,Reduce current,B,,,,
PHY102,What type of capacitor is used for high-frequency applications?,Ceramic,Mica,Electrolytic,Air,B,,,,
PHY102,What is the unit of electric field strength?,N/C,V/m,J/C,Both A and B,D,,,,
PHY102,What happens to the capacitance when the plate area is tripled?,Triples,Halves,Quadruples,Quarter,A,,,,
PHY102,What is the electric flux through a closed surface with a 30 ?C charge?,3.39 x 106 N?m?/C,6.78 x 106 N?m?/C,1.69 x 106 N?m?/C,13.56 x 106 N?m?/C,A,,,,
PHY102,What is the dielectric constant of glass approximately?,2-Jan,8-Mar,20-Oct,20-30,B,,,,
PHY102,What is the time constant of a circuit with R = 4000 O and C = 2 ?F?,0.008 s,0.08 s,0.8 s,8 s,A,,,,
PHY102,What type of capacitor is used for high-frequency filtering?,Ceramic,Mica,Electrolytic,Air,A,,,,
PHY102,What is the charge stored in a 20 ?F capacitor at 300 V?,6000 ?C,3000 ?C,2000 ?C,1000 ?C,A,,,,
PHY102,What is the energy stored in a 15 ?F capacitor at 400 V?,1.2 J,2.4 J,0.6 J,4.8 J,A,,,,
PHY102,What is the electric field at a point 5 m from a 35 ?C charge?,12600 N/C,6300 N/C,25200 N/C,5040 N/C,A,,,,
PHY102,What is the net capacitance of three 20 ?F capacitors in series?,6.67 ?F,10 ?F,20 ?F,60 ?F,A,,,,
PHY102,What is the net capacitance of three 20 ?F capacitors in parallel?,20 ?F,40 ?F,60 ?F,80 ?F,C,,,,
PHY102,What is the electric potential at a point 4 m from a 16 ?C charge?,36000 V,18000 V,9000 V,7200 V,C,,,,
PHY102,What is the unit of electric displacement?,C/m?,N/C,V/m,J/m,A,,,,
PHY102,What type of capacitor is used for high-power filtering?,Ceramic,Mica,Electrolytic,Air,C,,,,
PHY102,What happens to the electric field when a conductor is grounded?,Increases,Decreases,Becomes zero,Remains unchanged,C,,,,
PHY102,What is the force between two 12 ?C charges 2 m apart?,3.24 x 107 N,1.62 x 107 N,6.48 x 107 N,1.296 x 108 N,A,,,,
PHY102,What is the electric field intensity at 4 m from a 20 ?C charge?,11250 N/C,5625 N/C,22500 N/C,4500 N/C,A,,,,
PHY102,What is the role of a capacitor in a decoupling circuit?,Store charge,Block DC,Amplify voltage,Reduce high-frequency noise,D,,,,
PHY102,What is the dielectric strength of ceramics approximately?,10-20 kV/mm,20-40 kV/mm,50-100 kV/mm,100-200 kV/mm,C,,,,
PHY102,What is the capacitance of a capacitor with plates 0.1 m?, 0.002 m apart, and dielectric constant 5?,22.14 nF,44.27 nF,11.07 nF,88.54 nF,A,,
PHY102,What is the energy stored in a 40 ?F capacitor at 100 V?,0.2 J,0.4 J,0.1 J,0.8 J,A,,,,
PHY102,What is the electric field between plates 5 mm apart with 500 V potential difference?,100 kV/m,50 kV/m,25 kV/m,10 kV/m,A,,,,
PHY102,What is the charge on a 30 ?F capacitor at 200 V?,6000 ?C,3000 ?C,2000 ?C,1000 ?C,A,,,,
PHY102,What happens to the force between two charges if one charge is quadrupled?,Quadruples,Eight times,Halves,Quarter,A,,,,
PHY102,What is the electric field at 3 m from a 27 ?C charge?,27000 N/C,9000 N/C,54000 N/C,18000 N/C,A,,,,
PHY102,What is the purpose of a capacitor in a resonant circuit?,Store charge,Control frequency,Amplify voltage,Reduce current,B,,,,
PHY102,What type of capacitor is used for high-stability tuning?,Ceramic,Mica,Electrolytic,Air,B,,,,
PHY102,What is the unit of electric field intensity?,N/C,V/m,J/C,Both A and B,D,,,,
PHY102,What happens to the capacitance when the plate area is halved?,Doubles,Halves,Quadruples,Quarter,B,,,,
PHY102,What is the electric flux through a closed surface with a 40 ?C charge?,4.52 x 106 N?m?/C,9.04 x 106 N?m?/C,2.26 x 106 N?m?/C,18.08 x 106 N?m?/C,A,,,,
PHY102,What is the dielectric constant of oil approximately?,4-Feb,10-May,20-Oct,20-30,A,,,,
PHY102,What is the time constant of a circuit with R = 5000 O and C = 2 ?F?,0.01 s,0.1 s,1 s,10 s,A,,,,
PHY102,What type of capacitor is used for high-frequency bypass?,Ceramic,Mica,Electrolytic,Air,A,,,,
PHY102,What is the charge stored in a 25 ?F capacitor at 300 V?,7500 ?C,3750 ?C,2500 ?C,1250 ?C,A,,,,
PHY102,What is the energy stored in a 20 ?F capacitor at 400 V?,1.6 J,3.2 J,0.8 J,6.4 J,A,,,,
