course,question,optionA,optionB,optionC,optionD,correctAnswer,,,,
CSC102,What technology replaced vacuum tubes in second-generation computers?,Transistors,Integrated circuits,Magnetic cores,Microprocessors,A,,,,
CSC102,Which computer introduced I/O processors for better throughput?,IBM 704,CDC 6600,IBM 73030,UNIVAC,D,,,,
CSC102,What is a characteristic of third-generation computers?,Use of vacuum tubes,Use of integrated circuits,Use of transistors,Use of magnetic tapes,B,,,,
CSC102,Which programming language was developed as a subset of CPL in 1967?,C,BCPL,FORTRAN,COBOL,B,,,,
CSC102,What operating system became a de facto standard across computer systems?,Windows,UNIX,MS-DOS,Linux,B,,,,
CSC102,What marked the fourth generation of computers?,Use of vacuum tubes,Use of microprocessors,Use of transistors,Use of magnetic cores,B,,,,
CSC102,What report in 1982 highlighted the need for supercomputing centers?,Cray Report,Lax Report,UNIX Report,NSF Report,B,,,,
CSC102,What is a key feature of fifth-generation computers?,Parallel processing,Vacuum tubes,Magnetic cores,Sequential processing,A,,,,
CSC102,Which computer used a hypercube architecture?,Intel iPSC-1,CDC 6600,IBM 73030,UNIVAC,A,,,,
CSC102,What is a defining feature of sixth-generation computers?,Vacuum tubes,Parallel processing,Wide area networking,Magnetic tapes,C,,,,
CSC102,What type of computer represents data in binary form?,Analog,Hybrid,Digital,Quantum,C,,,,
CSC102,Which computer type combines analog and digital processing?,Analog,Hybrid,Digital,Quantum,B,,,,
CSC102,What is a characteristic of general-purpose computers?,High specialization,Low flexibility,Handles wide spectrum of problems,Limited to scientific tasks,C,,,,
CSC102,Which of the following is an input device?,Monitor,Printer,Keyboard,Speaker,C,,,,
CSC102,What is the main unit of a PC called?,CPU,System Unit,Motherboard,Hard Disk,B,,,,
CSC102,What material is the motherboard primarily made of?,Silicon,Fiberglass,Aluminum,Copper,B,,,,
CSC102,What unit is used to measure CPU speed?,Gigabytes,Megahertz,Amperes,Volts,B,,,,
CSC102,Which component is NOT part of the system unit?,Monitor,Battery,CPU,RAM Chips,A,,,,
CSC102,What is the function of the CPU fan in a system unit?,Cool the CPU,Increase clock speed,Store data,Connect peripherals,A,,,,
CSC102,What is a program in the context of CSC102?,A hardware component,A series of coded instructions,A type of input device,A storage unit,B,,,,
CSC102,What acts as an interface between the user and computer hardware?,Application software,Utility software,Operating system,Programming language,C,,,,
CSC102,Which operating system type processes jobs in batches?,Real-time,Time-sharing,Batch processing,Distributed,C,,,,
CSC102,What is the purpose of a utility software?,Solve specific problems,Perform general tasks,Run the operating system,Write user programs,B,,,,
CSC102,Which is an example of generalized application software?,Payroll system,Statistical package,Operating system,Utility software,B,,,,
CSC102,What is the primary role of the READ statement in BASIC?,Display output,Read values from DATA statement,Assign constants,Perform calculations,B,,,,
CSC102,What does the CLS statement do in BASIC?,Clear the screen,Close a file,End the program,Read input,A,,,,
CSC102,Which BASIC statement assigns a value to a variable?,PRINT,LET,INPUT,READ,B,,,,
CSC102,What is the purpose of the DATA statement in BASIC?,Display output,Store values for READ,Perform calculations,Control loops,B,,,,
CSC102,Which BASIC statement is used to display output on the screen?,LET,INPUT,PRINT,READ,C,,,,
CSC102,What does the INPUT statement in BASIC do?,Displays output,Reads user input,Assigns constants,Controls loops,B,,,,
CSC102,What happens when commas are used in a PRINT statement in BASIC?,Data is closely packed,Data is divided into zones,Data is aligned right,Data is printed in reverse,B,,,,
CSC102,Which BASIC statement moves the cursor to a specific column?,LOCATE,TAB,PRINT,CLS,B,,,,
CSC102,What does the END statement do in BASIC?,Clears the screen,Terminates program execution,Reads input,Assigns values,B,,,,
CSC102,Which BASIC statement allows unconditional transfer of control?,IF...THEN,GOTO,FOR...NEXT,WHILE...WEND,B,,,,
CSC102,What is the purpose of the IF...THEN statement in BASIC?,Loop execution,Unconditional branching,Conditional branching,Data input,C,,,,
CSC102,What does the FOR...NEXT statement in BASIC do?,Reads input,Performs conditional branching,Executes a loop a set number of times,Displays output,C,,,,
CSC102,Which BASIC loop statement continues as long as a condition is true?,FOR...NEXT,DO...LOOP,WHILE...WEND,IF...THEN,C,,,,
CSC102,What is an array in BASIC?,A single variable,A collection of data items,A loop structure,A conditional statement,B,,,,
CSC102,What does the DIM statement do in BASIC?,Clears the screen,Declares an array,Reads input,Performs calculations,B,,,,
CSC102,Which BASIC function returns the absolute value of a number?,SIN,ABS,LOG,TAN,B,,,,
CSC102,What does the LEN function in BASIC return?,ASCII code,String length,Logarithm,Sine value,B,,,,
CSC102,Which BASIC function returns a one-character string based on ASCII code?,CHR$,LEN,MID$,STR$,A,,,,
CSC102,What is the purpose of a flowchart in programming?,Execute code,Store data,Represent algorithm steps visually,Debug programs,C,,,,
CSC102,Which flowchart symbol represents a decision?,Rectangle,Oval,Diamond,Arrow,C,,,,
CSC102,What is pseudocode used for?,Executing programs,Expressing algorithms in English,Compiling code,Storing data,B,,,,
CSC102,What is the first step in program development?,Debugging,Problem definition,Testing,Documenting,B,,,,
CSC102,Which generation of programming languages includes BASIC?,First,Second,Third,Fourth,C,,,,
CSC102,What is a characteristic of machine language?,Human-readable,Uses symbolic instructions,Computer-dependent,High-level,C,,,,
CSC102,What translates assembly language to machine language?,Compiler,Assembler,Interpreter,Linker,B,,,,
CSC102,Which language is considered a very high-level language?,Machine language,Assembly language,C,4GL,D,,,,
CSC102,What does the BASIC keyword REM do?,Clears the screen,Adds a remark,Reads input,Assigns values,B,,,,
CSC102,Which BASIC operator is used for division?,*,/,+,^,B,,,,
CSC102,What is the result of the BASIC expression ABS(-15)?,15,-15,0,1,A,,,,
CSC102,Which BASIC statement is used to read a line of string input?,INPUT,LINE INPUT,READ,PRINT,B,,,,
CSC102,What does the BASIC statement PRINT USING do?,Formats output,Clears the screen,Reads input,Declares arrays,A,,,,
CSC102,Which component of an operating system manages processes?,File Management,Memory Management,Process Management,I/O System,C,,,,
CSC102,What is the purpose of the keyboard port on a system unit?,Connect the monitor,Connect the keyboard,Connect the printer,Connect the mouse,B,,,,
CSC102,Which computer generation introduced parallel processing as a standard?,Third,Fourth,Fifth,Sixth,C,,,,
CSC102,What is the purpose of the Lax report in the context of fourth-generation computers?,Introduced microprocessors,Highlighted supercomputing needs,Developed UNIX,Standardized BASIC,B,,,,
CSC102,Which device is NOT typically found at the back of a system unit?,Power connector,USB port,CD ROM slot,Monitor port,C,,,,
CSC102,What is the role of the assembler in programming?,Executes code,Translates assembly to machine language,Compiles high-level code,Links programs,B,,,,
CSC102,Which BASIC statement is used to create a loop that checks the condition at the end?,FOR...NEXT,WHILE...WEND,DO...LOOP UNTIL,IF...THEN,C,,,,
CSC102,What does the BASIC function MID$ do?,Returns string length,Returns a substring,Returns ASCII code,Returns sine value,B,,,,
CSC102,Which BASIC keyword is used to declare a string variable?,DIM,LET,INPUT,PRINT,A,,,,
CSC102,What is the purpose of the GOTO statement in BASIC?,Conditional branching,Unconditional branching,Looping,Input reading,B,,,,
CSC102,Which flowchart symbol indicates the start or stop of a process?,Diamond,Rectangle,Oval,Arrow,C,,,,
CSC102,What is the purpose of decision tables in programming?,Execute code,Analyze problem conditions,Store data,Debug programs,B,,,,
CSC102,Which BASIC statement is used to assign a value to a variable without a constant?,LET,PRINT,INPUT,READ,A,,,,
CSC102,What is the function of the CPU support chips in a system unit?,Cool the CPU,Enhance CPU performance,Store data,Connect peripherals,B,,,,
CSC102,Which generation of computers introduced the C programming language?,Second,Third,Fourth,Fifth,B,,,,
CSC102,What is the primary function of the operating system’s memory management?,Process execution,Memory allocation,File storage,Device control,B,,,,
CSC102,Which BASIC statement is used to format numeric output?,PRINT,PRINT USING,INPUT,LET,B,,,,
CSC102,What does the BASIC function SIN return?,Absolute value,Sine of an angle,Logarithm,String length,B,,,,
CSC102,Which component is NOT part of the front of a system unit?,Power button,CD ROM slot,Network adapter,Reset button,C,,,,
CSC102,What is the purpose of the expansion slots in a system unit?,Cool the CPU,Connect additional hardware,Store data,Run programs,B,,,,
CSC102,Which BASIC statement is used to control the cursor position on the screen?,TAB,LOCATE,PRINT,CLS,B,,,,
CSC102,What is the role of the math coprocessor slot in a system unit?,Enhance graphics,Speed up mathematical calculations,Store data,Connect peripherals,B,,,,
CSC102,Which generation of computers used magnetic cores for memory?,First,Second,Third,Fourth,B,,,,
CSC102,What is the purpose of the DATA statement in BASIC?,Display output,Store values for READ,Perform calculations,Control loops,B,,,,
CSC102,Which BASIC loop structure executes at least once before checking the condition?,FOR...NEXT,WHILE...WEND,DO...LOOP UNTIL,IF...THEN,C,,,,
CSC102,What is the purpose of the battery in a system unit?,Power the CPU,Maintain system settings,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to read multiple values from a DATA statement?,INPUT,READ,LET,PRINT,B,,,,
CSC102,What is the function of the disk drive controller card in a system unit?,Manage disk operations,Enhance graphics,Connect peripherals,Run programs,A,,,,
CSC102,Which generation of computers introduced supercomputers for scientific applications?,Second,Third,Fourth,Fifth,B,,,,
CSC102,What does the BASIC function CHR$ return?,String length,One-character string,Substring,Logarithm,B,,,,
CSC102,Which BASIC statement is used to implement a conditional loop?,FOR...NEXT,IF...THEN,WHILE...WEND,PRINT,C,,,,
CSC102,What is the role of the command interpreter system in an operating system?,Manage memory,Execute user commands,Control devices,Store files,B,,,,
CSC102,Which BASIC function returns the natural logarithm of a number?,SIN,LOG,ABS,TAN,B,,,,
CSC102,What is the purpose of the turbo button on a system unit?,Increase CPU speed,Reset the system,Power on the system,Connect peripherals,A,,,,
CSC102,Which generation of computers saw the explosive growth of wide area networking?,Fourth,Fifth,Sixth,Third,C,,,,
CSC102,What does the BASIC statement LINE INPUT do?,Reads a line of string input,Displays output,Assigns constants,Controls loops,A,,,,
CSC102,Which component connects pins on the motherboard to form circuits?,Fiberglass,Metal lines,CPU,RAM,B,,,,
CSC102,What is the purpose of the flowchart’s arrow symbol?,Show decisions,Show processes,Show direction of flow,Show input/output,C,,,,
CSC102,Which BASIC statement is used to clear the screen?,CLS,PRINT,LET,INPUT,A,,,,
CSC102,What is the role of the display adapter card in a system unit?,Manage disk operations,Handle graphics output,Connect peripherals,Run programs,B,,,,
CSC102,Which generation of computers used integrated circuits?,Second,Third,Fourth,Fifth,B,,,,
CSC102,What is the purpose of the PRINT statement in BASIC?,Read input,Display output,Assign values,Control loops,B,,,,
CSC102,Which BASIC operator is used for exponentiation?,*,/,+,^,D,,,,
CSC102,What is the role of the hard disk drive in a system unit?,Process data,Store data,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to declare a matrix?,DIM,LET,INPUT,PRINT,A,,,,
CSC102,What is the purpose of the relational operators in BASIC?,Perform calculations,Compare values,Control loops,Display output,B,,,,
CSC102,Which component is NOT an output device?,Monitor,Printer,Scanner,Speaker,C,,,,
CSC102,What is the role of the power supply unit in a system unit?,Cool the CPU,Provide power,Store data,Connect peripherals,B,,,,
CSC102,Which BASIC statement is used to execute a loop a specific number of times?,WHILE...WEND,DO...LOOP,FOR...NEXT,IF...THEN,C,,,,
CSC102,What does the BASIC function TAN return?,Tangent of an angle,String length,Absolute value,Logarithm,A,,,,
CSC102,Which generation of computers introduced the UNIX operating system?,Second,Third,Fourth,Fifth,B,,,,
CSC102,What is the purpose of the key lock on a system unit?,Increase speed,Secure the system,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to format string output?,PRINT,PRINT USING,INPUT,LET,B,,,,
CSC102,What is the role of the ROM chips in a system unit?,Store temporary data,Store permanent instructions,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC loop structure checks the condition before executing?,FOR...NEXT,DO...LOOP UNTIL,WHILE...WEND,IF...THEN,C,,,,
CSC102,What is the purpose of the logical operators in BASIC?,Perform calculations,Compare values,Test multiple conditions,Display output,C,,,,
CSC102,Which component is part of the back of a system unit?,Power button,CD ROM slot,USB port,Reset button,C,,,,
CSC102,What is the role of the network adapter in a system unit?,Connect to networks,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to read input from the keyboard?,INPUT,READ,LET,PRINT,A,,,,
CSC102,What is the purpose of the decision symbol in a flowchart?,Show input/output,Show process,Show decision point,Show direction,C,,,,
CSC102,Which generation of computers used microprocessors?,Second,Third,Fourth,Fifth,C,,,,
CSC102,What does the BASIC function COS return?,Cosine of an angle,String length,Absolute value,Logarithm,A,,,,
CSC102,Which BASIC statement is used to terminate a loop prematurely?,END,GOTO,EXIT,STOP,C,,,,
CSC102,What is the role of the sound jacks in a system unit?,Connect audio devices,Connect the monitor,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to assign a string to a variable?,LET,INPUT,READ,LINE INPUT,D,,,,
CSC102,What is the purpose of the secondary storage management in an operating system?,Manage processes,Manage memory,Manage disk storage,Manage devices,C,,,,
CSC102,Which component is NOT part of the inside of a system unit?,Keyboard,Battery,CPU,RAM Chips,A,,,,
CSC102,What is the role of the RAM chips in a system unit?,Store permanent data,Store temporary data,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to create a remark?,REM,CLS,LET,INPUT,A,,,,
CSC102,What is the purpose of the GOTO statement in BASIC?,Conditional branching,Unconditional branching,Looping,Input reading,B,,,,
CSC102,Which generation of computers introduced magnetic cores?,First,Second,Third,Fourth,B,,,,
CSC102,What does the BASIC function STR$ do?,Returns string length,Converts number to string,Returns ASCII code,Returns substring,B,,,,
CSC102,Which BASIC statement is used to read values from a DATA statement?,INPUT,READ,LET,PRINT,B,,,,
CSC102,What is the role of the file management in an operating system?,Manage processes,Manage memory,Manage files,Manage devices,C,,,,
CSC102,Which BASIC loop structure uses the UNTIL keyword?,FOR...NEXT,WHILE...WEND,DO...LOOP,IF...THEN,C,,,,
CSC102,What is the purpose of the serial port in a system unit?,Connect peripherals,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to display formatted output?,PRINT,PRINT USING,INPUT,LET,B,,,,
CSC102,What is the role of the protection system in an operating system?,Manage memory,Secure resources,Store files,Connect devices,B,,,,
CSC102,Which component is part of the front of a system unit?,Power button,USB port,Network adapter,Monitor port,A,,,,
CSC102,What is the purpose of the WHILE...WEND statement in BASIC?,Conditional branching,Unconditional branching,Conditional looping,Input reading,C,,,,
CSC102,Which BASIC function returns the length of a string?,LEN,ABS,SIN,LOG,A,,,,
CSC102,What is the role of the reset button on a system unit?,Increase speed,Restart the system,Connect peripherals,Cool the system,B,,,,
CSC102,Which generation of computers introduced the hypercube architecture?,Fourth,Fifth,Sixth,Third,B,,,,
CSC102,What does the BASIC statement LOCATE do?,Clears the screen,Moves cursor position,Reads input,Assigns values,B,,,,
CSC102,Which component connects the motherboard to external devices?,Expansion slots,CPU,RAM Chips,Battery,A,,,,
CSC102,What is the purpose of the decision table’s action stub?,List conditions,List actions,Show flow,Debug code,B,,,,
CSC102,Which BASIC statement is used to declare an array?,DIM,LET,INPUT,PRINT,A,,,,
CSC102,What is the role of the math coprocessor in a system unit?,Enhance graphics,Speed up calculations,Store data,Connect peripherals,B,,,,
CSC102,Which generation of computers introduced the C language?,Second,Third,Fourth,Fifth,B,,,,
CSC102,What is the purpose of the INPUT statement in BASIC?,Display output,Read user input,Assign constants,Control loops,B,,,,
CSC102,Which BASIC function returns a substring from a string?,LEN,CHR$,MID$,STR$,C,,,,
CSC102,What is the role of the command interpreter in an operating system?,Manage memory,Execute user commands,Control devices,Store files,B,,,,
CSC102,Which component is NOT an input device?,Keyboard,Mouse,Monitor,Scanner,C,,,,
CSC102,What is the purpose of the TAB statement in BASIC?,Clear the screen,Move cursor to a column,Read input,Assign values,B,,,,
CSC102,Which generation of computers used vacuum tubes?,First,Second,Third,Fourth,A,,,,
CSC102,What does the BASIC function LOG return?,Logarithm,String length,Absolute value,Sine value,A,,,,
CSC102,Which BASIC statement is used to create a conditional loop?,FOR...NEXT,IF...THEN,WHILE...WEND,PRINT,C,,,,
CSC102,What is the role of the battery in a system unit?,Power the CPU,Maintain system settings,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to read a line of string input?,INPUT,LINE INPUT,READ,PRINT,B,,,,
CSC102,What is the purpose of the flowchart’s oval symbol?,Show decision,Show process,Show start/stop,Show direction,C,,,,
CSC102,Which component is part of the inside of a system unit?,Battery,Keyboard,Monitor,Printer,A,,,,
CSC102,What is the role of the disk drive controller card?,Manage disk operations,Enhance graphics,Connect peripherals,Run programs,A,,,,
CSC102,Which BASIC statement is used to terminate program execution?,END,GOTO,EXIT,STOP,A,,,,
CSC102,What is the purpose of the relational operators in BASIC?,Perform calculations,Compare values,Control loops,Display output,B,,,,
CSC102,Which generation of computers introduced parallel processing?,Third,Fourth,Fifth,Sixth,C,,,,
CSC102,What does the BASIC function CHR$ return?,String length,One-character string,Substring,Logarithm,B,,,,
CSC102,Which BASIC statement is used to implement a conditional loop?,FOR...NEXT,IF...THEN,DO...LOOP,PRINT,C,,,,
CSC102,What is the role of the network adapter in a system unit?,Connect to networks,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to read input from the keyboard?,INPUT,READ,LET,PRINT,A,,,,
CSC102,What is the purpose of the decision symbol in a flowchart?,Show input/output,Show process,Show decision point,Show direction,C,,,,
CSC102,Which generation of computers introduced microprocessors?,Second,Third,Fourth,Fifth,C,,,,
CSC102,What does the BASIC function COS return?,Cosine of an angle,String length,Absolute value,Logarithm,A,,,,
CSC102,Which BASIC statement is used to assign a string to a variable?,LET,INPUT,READ,LINE INPUT,D,,,,
CSC102,What is the role of the secondary storage management in an operating system?,Manage processes,Manage memory,Manage disk storage,Manage devices,C,,,,
CSC102,Which component is NOT part of the inside of a system unit?,Keyboard,Battery,CPU,RAM Chips,A,,,,
CSC102,What is the role of the RAM chips in a system unit?,Store permanent data,Store temporary data,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to create a remark?,REM,CLS,LET,INPUT,A,,,,
CSC102,What is the purpose of the GOTO statement in BASIC?,Conditional branching,Unconditional branching,Looping,Input reading,B,,,,
CSC102,Which generation of computers introduced magnetic cores?,First,Second,Third,Fourth,B,,,,
CSC102,What does the BASIC function STR$ do?,Returns string length,Converts number to string,Returns ASCII code,Returns substring,B,,,,
CSC102,Which BASIC statement is used to read values from a DATA statement?,INPUT,READ,LET,PRINT,B,,,,
CSC102,What is the role of the file management in an operating system?,Manage processes,Manage memory,Manage files,Manage devices,C,,,,
CSC102,Which BASIC loop structure uses the UNTIL keyword?,FOR...NEXT,WHILE...WEND,DO...LOOP,IF...THEN,C,,,,
CSC102,What is the purpose of the serial port in a system unit?,Connect peripherals,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to display formatted output?,PRINT,PRINT USING,INPUT,LET,B,,,,
CSC102,What is the role of the protection system in an operating system?,Manage memory,Secure resources,Store files,Connect devices,B,,,,
CSC102,Which component is part of the front of a system unit?,Power button,USB port,Network adapter,Monitor port,A,,,,
CSC102,What is the purpose of the WHILE...WEND statement in BASIC?,Conditional branching,Unconditional branching,Conditional looping,Input reading,C,,,,
CSC102,Which BASIC function returns the length of a string?,LEN,ABS,SIN,LOG,A,,,,
CSC102,What is the role of the reset button on a system unit?,Increase speed,Restart the system,Connect peripherals,Cool the system,B,,,,
CSC102,Which generation of computers introduced the hypercube architecture?,Fourth,Fifth,Sixth,Third,B,,,,
CSC102,What does the BASIC statement LOCATE do?,Clears the screen,Moves cursor position,Reads input,Assigns values,B,,,,
CSC102,Which component connects the motherboard to external devices?,Expansion slots,CPU,RAM Chips,Battery,A,,,,
CSC102,What is the purpose of the decision table’s action stub?,List conditions,List actions,Show flow,Debug code,B,,,,
CSC102,Which BASIC statement is used to declare an array?,DIM,LET,INPUT,PRINT,A,,,,
CSC102,What is the role of the math coprocessor in a system unit?,Enhance graphics,Speed up calculations,Store data,Connect peripherals,B,,,,
CSC102,Which generation of computers introduced the C language?,Second,Third,Fourth,Fifth,B,,,,
CSC102,What is the purpose of the INPUT statement in BASIC?,Display output,Read user input,Assign constants,Control loops,B,,,,
CSC102,Which BASIC function returns a substring from a string?,LEN,CHR$,MID$,STR$,C,,,,
CSC102,What is the role of the command interpreter in an operating system?,Manage memory,Execute user commands,Control devices,Store files,B,,,,
CSC102,Which component is NOT an input device?,Keyboard,Mouse,Monitor,Scanner,C,,,,
CSC102,What is the purpose of the TAB statement in BASIC?,Clear the screen,Move cursor to a column,Read input,Assign values,B,,,,
CSC102,Which generation of computers used vacuum tubes?,First,Second,Third,Fourth,A,,,,
CSC102,What does the BASIC function LOG return?,Logarithm,String length,Absolute value,Sine value,A,,,,
CSC102,Which BASIC statement is used to create a conditional loop?,FOR...NEXT,IF...THEN,WHILE...WEND,PRINT,C,,,,
CSC102,What is the role of the battery in a system unit?,Power the CPU,Maintain system settings,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to read a line of string input?,INPUT,LINE INPUT,READ,PRINT,B,,,,
CSC102,What is the purpose of the flowchart’s oval symbol?,Show decision,Show process,Show start/stop,Show direction,C,,,,
CSC102,Which component is part of the inside of a system unit?,Battery,Keyboard,Monitor,Printer,A,,,,
CSC102,What is the role of the disk drive controller card?,Manage disk operations,Enhance graphics,Connect peripherals,Run programs,A,,,,
CSC102,Which BASIC statement is used to terminate program execution?,END,GOTO,EXIT,STOP,A,,,,
CSC102,What is the purpose of the relational operators in BASIC?,Perform calculations,Compare values,Control loops,Display output,B,,,,
CSC102,Which generation of computers introduced parallel processing?,Third,Fourth,Fifth,Sixth,C,,,,
CSC102,What does the BASIC function CHR$ return?,String length,One-character string,Substring,Logarithm,B,,,,
CSC102,Which BASIC statement is used to implement a conditional loop?,FOR...NEXT,IF...THEN,DO...LOOP,PRINT,C,,,,
CSC102,What is the role of the network adapter in a system unit?,Connect to networks,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to read input from the keyboard?,INPUT,READ,LET,PRINT,A,,,,
CSC102,What is the purpose of the decision symbol in a flowchart?,Show input/output,Show process,Show decision point,Show direction,C,,,,
CSC102,Which generation of computers introduced microprocessors?,Second,Third,Fourth,Fifth,C,,,,
CSC102,What does the BASIC function COS return?,Cosine of an angle,String length,Absolute value,Logarithm,A,,,,
CSC102,Which BASIC statement is used to assign a string to a variable?,LET,INPUT,READ,LINE INPUT,D,,,,
CSC102,What is the role of the secondary storage management in an operating system?,Manage processes,Manage memory,Manage disk storage,Manage devices,C,,,,
CSC102,Which component is NOT part of the inside of a system unit?,Keyboard,Battery,CPU,RAM Chips,A,,,,
CSC102,What is the role of the RAM chips in a system unit?,Store permanent data,Store temporary data,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to create a remark?,REM,CLS,LET,INPUT,A,,,,
CSC102,What is the purpose of the GOTO statement in BASIC?,Conditional branching,Unconditional branching,Looping,Input reading,B,,,,
CSC102,Which generation of computers introduced magnetic cores?,First,Second,Third,Fourth,B,,,,
CSC102,What does the BASIC function STR$ do?,Returns string length,Converts number to string,Returns ASCII code,Returns substring,B,,,,
CSC102,Which BASIC statement is used to read values from a DATA statement?,INPUT,READ,LET,PRINT,B,,,,
CSC102,What is the role of the file management in an operating system?,Manage processes,Manage memory,Manage files,Manage devices,C,,,,
CSC102,Which BASIC loop structure uses the UNTIL keyword?,FOR...NEXT,WHILE...WEND,DO...LOOP,IF...THEN,C,,,,
CSC102,What is the purpose of the serial port in a system unit?,Connect peripherals,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to display formatted output?,PRINT,PRINT USING,INPUT,LET,B,,,,
CSC102,What is the role of the protection system in an operating system?,Manage memory,Secure resources,Store files,Connect devices,B,,,,
CSC102,Which component is part of the front of a system unit?,Power button,USB port,Network adapter,Monitor port,A,,,,
CSC102,What is the purpose of the WHILE...WEND statement in BASIC?,Conditional branching,Unconditional branching,Conditional looping,Input reading,C,,,,
CSC102,Which BASIC function returns the length of a string?,LEN,ABS,SIN,LOG,A,,,,
CSC102,What is the role of the reset button on a system unit?,Increase speed,Restart the system,Connect peripherals,Cool the system,B,,,,
CSC102,Which generation of computers introduced the hypercube architecture?,Fourth,Fifth,Sixth,Third,B,,,,
CSC102,What does the BASIC statement LOCATE do?,Clears the screen,Moves cursor position,Reads input,Assigns values,B,,,,
CSC102,Which component connects the motherboard to external devices?,Expansion slots,CPU,RAM Chips,Battery,A,,,,
CSC102,What is the purpose of the decision table’s action stub?,List conditions,List actions,Show flow,Debug code,B,,,,
CSC102,Which BASIC statement is used to declare an array?,DIM,LET,INPUT,PRINT,A,,,,
CSC102,What is the role of the math coprocessor in a system unit?,Enhance graphics,Speed up calculations,Store data,Connect peripherals,B,,,,
CSC102,Which generation of computers introduced the C language?,Second,Third,Fourth,Fifth,B,,,,
CSC102,What is the purpose of the INPUT statement in BASIC?,Display output,Read user input,Assign constants,Control loops,B,,,,
CSC102,Which BASIC function returns a substring from a string?,LEN,CHR$,MID$,STR$,C,,,,
CSC102,What is the role of the command interpreter in an operating system?,Manage memory,Execute user commands,Control devices,Store files,B,,,,
CSC102,Which component is NOT an input device?,Keyboard,Mouse,Monitor,Scanner,C,,,,
CSC102,What is the purpose of the TAB statement in BASIC?,Clear the screen,Move cursor to a column,Read input,Assign values,B,,,,
CSC102,Which generation of computers used vacuum tubes?,First,Second,Third,Fourth,A,,,,
CSC102,What does the BASIC function LOG return?,Logarithm,String length,Absolute value,Sine value,A,,,,
CSC102,Which BASIC statement is used to create a conditional loop?,FOR...NEXT,IF...THEN,WHILE...WEND,PRINT,C,,,,
CSC102,What is the role of the battery in a system unit?,Power the CPU,Maintain system settings,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to read a line of string input?,INPUT,LINE INPUT,READ,PRINT,B,,,,
CSC102,What is the purpose of the flowchart’s oval symbol?,Show decision,Show process,Show start/stop,Show direction,C,,,,
CSC102,Which component is part of the inside of a system unit?,Battery,Keyboard,Monitor,Printer,A,,,,
CSC102,What is the role of the disk drive controller card?,Manage disk operations,Enhance graphics,Connect peripherals,Run programs,A,,,,
CSC102,Which BASIC statement is used to terminate program execution?,END,GOTO,EXIT,STOP,A,,,,
CSC102,What is the purpose of the relational operators in BASIC?,Perform calculations,Compare values,Control loops,Display output,B,,,,
CSC102,Which generation of computers introduced parallel processing?,Third,Fourth,Fifth,Sixth,C,,,,
CSC102,What does the BASIC function CHR$ return?,String length,One-character string,Substring,Logarithm,B,,,,
CSC102,Which BASIC statement is used to implement a conditional loop?,FOR...NEXT,IF...THEN,DO...LOOP,PRINT,C,,,,
CSC102,What is the role of the network adapter in a system unit?,Connect to networks,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to read input from the keyboard?,INPUT,READ,LET,PRINT,A,,,,
CSC102,What is the purpose of the decision symbol in a flowchart?,Show input/output,Show process,Show decision point,Show direction,C,,,,
CSC102,Which generation of computers introduced microprocessors?,Second,Third,Fourth,Fifth,C,,,,
CSC102,What does the BASIC function COS return?,Cosine of an angle,String length,Absolute value,Logarithm,A,,,,
CSC102,Which BASIC statement is used to assign a string to a variable?,LET,INPUT,READ,LINE INPUT,D,,,,
CSC102,What is the role of the secondary storage management in an operating system?,Manage processes,Manage memory,Manage disk storage,Manage devices,C,,,,
CSC102,Which component is NOT part of the inside of a system unit?,Keyboard,Battery,CPU,RAM Chips,A,,,,
CSC102,What is the role of the RAM chips in a system unit?,Store permanent data,Store temporary data,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to create a remark?,REM,CLS,LET,INPUT,A,,,,
CSC102,What is the purpose of the GOTO statement in BASIC?,Conditional branching,Unconditional branching,Looping,Input reading,B,,,,
CSC102,Which generation of computers introduced magnetic cores?,First,Second,Third,Fourth,B,,,,
CSC102,What does the BASIC function STR$ do?,Returns string length,Converts number to string,Returns ASCII code,Returns substring,B,,,,
